#TIDs data obtained with mnig010-2019-01-10
#TimeTID PeriodTID PowerTID InitTime FinalTime InitPeriod FinalPeriod minSignal maxSignal
7.300000 0.455338 0.062157 6.981166 7.582873 0.388228 0.555640 -0.070315 0.119170
6.566667 0.447516 0.150453 6.251806 6.948645 0.341641 0.603947 -0.119758 0.143520
19.666667 0.488020 0.135954 19.207920 20.017717 0.331950 0.597036 -0.118461 0.144504
