#TIDs data obtained with mnig001-2019-01-01
#TimeTID PeriodTID PowerTID InitTime FinalTime InitPeriod FinalPeriod minSignal maxSignal
7.533333 0.382892 0.273064 7.255682 7.817636 0.287469 0.508183 -0.178340 0.205356
21.033333 0.632883 0.144146 20.524157 21.528011 0.471180 0.797802 -0.094032 0.128646
3.041667 0.496550 0.066879 2.670164 3.536951 0.311471 0.665800 -0.094536 0.145703
4.933333 0.541492 0.289839 4.427607 5.604662 0.432554 0.669863 -0.172756 0.255629
