#TIDs data obtained with mnig013-2019-01-13
#TimeTID PeriodTID PowerTID InitTime FinalTime InitPeriod FinalPeriod minSignal maxSignal
8.775000 0.439828 0.094006 8.413980 9.228541 0.356558 0.521935 -0.078085 0.099190
4.925000 0.590501 0.130875 4.412625 5.444653 0.442626 0.773514 -0.108554 0.113610
